Text,Label
Charlie Sheen's Video Message to President Obama http://t.co/kCRWTbCqZd,Neutral
Charlie and I!:) love that dog!!:) http://t.co/8AQXiYg6Ov,Neutral
Charlie and Ron has constantly put out heat for their entire careers,Neutral
Charlie bit me,Neutral
Charlie is so adorable. http://t.co/TMpBYyjGFL,Neutral
Charlie looking like he's the one that made that 3.,Neutral
Charlie xcx is bae,Neutral
"Chasing these hoes, better get cash nigga",Hate
Cheeky thoughts as the rooster crows.,Neutral
Cheer up Charlie.,Neutral
Cheers young lady RT @shik702 @BmoreHumble foreverrrr younnnnng *grabs flask and chugs*,Neutral
"Cheez-Its, Honey BBQ Lays, Oreos and a monstrous glass of 2% right now. I'm the skinny-fat poster boy.",Neutral
Chicks love these ugly hipster faggots. Prolly cause they look like the dad that was never in their life.,Hate
"Chill RT @PhillyTheBoss If I ever become president Imma ban Henny from America..... For a Day, just to see you negroes panic. ""gotcha bitch""",Hate
Chris Bosh bout to disgrace the trophy like a real faggot smh,Hate
Chris Paul trash LMFAO,Neutral
Ciara not a ghetto name.. Well kinda but it&#8217;s not &#8220;ASHANTI&#8221;,Neutral
City highway skyscrapers building lights yellow blue http://t.co/kOC9uYBFqV,Neutral
Clan of retards...,Hate
Clearly I'm afraid of birds http://t.co/qA4O9Dr4vp,Neutral
Cleveland is the best team for manziel honestly the OC can use the offense he had with the redskins &amp; the browns D is nice wit a def HC,Neutral
Cmon! Need a yellow for Wilson!,Neutral
"Come home from work to Bridesmaids, Twinkies and a bottle of wine #bestroommateever @TheFaithAnne",Neutral
Come on man RT @BasedLaRock: Oreo needs to chill &#128686;RT @TheDonDrew: You know about these @PremiumPete? good or nah? http://t.co/Mw9QXG3vFW,Neutral
Come on nd get that chicken niggers love dat chicken from popeyes http://t.co/YjFh2HaVav,Hate
Conan Obrien needs to get a life with that $80 million..monkey food maybe.,Neutral
Confusing circumstances seem to get in the way of your high ho... More for Virgo http://t.co/nrAAI6dhVx,Neutral
"Conoc&#237; tus ojos negros 
Y ahora si que no puedo vivir sin ellos",Neutral
"Cool, fun thing to ponder: the myriad of space trash traveling at thousands of miles per hour right above you &#8594; http://t.co/L7zmXIyVQy",Neutral
Coors light is trash. Yuck. I don't even like beer.,Neutral
"Correction:
&gt;&gt;&gt;&gt;when the sky is yellow, death is upon us. No. I'm scared",Neutral
Country Bumpkin Word of the Day : yokel http://t.co/aBpFZgJU,Neutral
Craving brownies &#128553;&#128553;,Neutral
Crew neck ass nigguh,Hate
Currently being hit with the jig. Word.,Neutral
Curse AVI for Coke because he's a fag and hasn't put it on yet http://t.co/jHQPwop4wk,Hate
Cussed out by a fat redneck on the last day YOLO @ShawnnaSanford @MeganMonday13 @kelsss_lynn &#128514;&#128514;,Hate
Cute ass niggah. http://t.co/h0SQoPTYfX,Hate
Cute dumb females trash.,Neutral
Cuz if it's trash I'm bashing it at saying he need to go back to jail,Neutral
DEREK JETER clap clap clapclapclap #Yankees,Neutral
DIVERSITY: Chcgo Blck Pstr Flooded w/ Dth Threats Ovr Endorsement Of GOP Candidate: &#8220;U Sellout Uncle Tom Ass N*gger&#8221; http://t.co/vcBWzkyeDv,Hate
DRUGS&gt; Is why #Giants are losing. Just ask #barrybonds and the HEDGE BET FUND&gt; #WorldSeriesGame6 #faggots,Neutral
Dad bought me a brownie shake #lovehim,Neutral
"Dad brought me home a watermelon eegee, but I don't like it so it's going in the trash &#128686;",Neutral
Dad called me a border hopper,Neutral
"Dad just yelled out ""in bout to fry some chicken like a nigger""",Hate
Dafuq is floppy bird ?,Neutral
Dallas hoe RT @beanreturns: Why http://t.co/D6HAlItFmP,Neutral
Damn @JustDoMe_ &amp; his nigger music waking up the whole school in the morning .. &#128664;&#127926;&#128543;,Hate
Damn Charlie Wilson is still around?,Neutral
Damn I think your redskins lost @KxRxSxB,Neutral
Damn Joe Buck just making it sound like Greinke was trash when he played for the Royals. Chill out Joe.,Neutral
Damn hoe.. You so ugly even hello kitty said goodbye.,Hate
Damn internal alarm clock. Woke up at 6:35am feeling chunky from my 3am Cheerios splurge. Guilt led me to the treadmill. #Gym #nosleep,Neutral
Damn it be cold fo a colored man,Neutral
Damn those shiner rock those bud light platinum and that ciroc,Neutral
Dani Alves pulled off that hairstyle. Neymar just looks like a faggot,Hate
"Daniel, there's no cow tipping and hoe downs in Jackson... This city living lol",Neutral
Darkies DGAF! RT @Maxin_Betha @80sbaby4life gotta chill wit his yellow #4thofJulyFly outfit man RT @dominicanraf http://t.co/uImF6sDI,Neutral
Dat da bad thing bout being colored. Day bring me in to fight but don't vite me to da victory partay,Neutral
Dawg!! RT @Chill__Cosby: Man this about to be another trash Thursday night game,Neutral
"Dear God, forgive us for a moral slope of values. Shacking is just a pretty word for perpetual fornication. Let's... http://t.co/h0URrTNDfZ",Neutral
"Dear Utah Polynesians: Again, stop acting black and speaking ghetto. Speak FOB, you ain't no ghetto niggaz.",Hate
Debating feminism with a gay professor uninformed girls and low IQ rednecks is not my idea of a fun Wednesday night,Neutral
"Decent trade for the #Yankees, a proven veteran #Ichiro for some prospects",Neutral
"DeeDee, Patrick, Ed, Sheen, Timmy's Dad, Beavis &amp; Butthead, Peter Griffin. This is just a list of SOME mentally retarded cartoon characters.",Hate
Defiantly going to see that new planet of the apes tonight,Neutral
Define wigga,Neutral
Delete now you bitch ass nigga RT @Quanny_Quan: If the Redskins beat us I will delete my fucking IG,Hate
Delusional #teabagger thinks he can stop #gay marriage in #Wisconsin http://t.co/Sp6o6vOyDw #lgbt #teaparty #gaymarriage #ssm,Neutral
Designer belt with a trash fit is still trash..,Neutral
"Despite the zebra red rocket special, portland beats those jersey shore floppers.",Neutral
Devin Hester's a bitch,Hate
Dey wants to rename our main street MLK Blvd. I told dem dat will even scare da colored folks away,Neutral
Diabetes galore &#128514;&#128514;&#128514;&#128514;&#128514; RT @TIME: Colorado health officials recommend pot brownie ban http://t.co/Z59oy20TMp,Neutral
"Did everyone else's parents use to refer to the Power Puff Girls as ""Powder Puff Girls"", or were mine just exceptionally retarded?",Neutral
Did the Italian bird just call Janet a calzone? #UNCLEtweet,Neutral
"Didn't get to hit the slopes today, but snowboarding lessons first thing in the morning! #excited",Neutral
Ding ding ding &#128514;&#128514; &#171;@saudiasade Sagittarius - trash.&#187;,Neutral
Dis broad done tagged dis nicca n a video of his sis giving dome .. #Tragic,Hate
"Dis nicca @DB_Scooch went in on dat ""I Keep tryin""",Neutral
Dis nicca lame,Neutral
"Disturbing: feeling pressure from #ISIS fanboys, Al Qaeda fanboys resort to celebrating 9/11 to reclaim their Jihadi bona fides",Neutral
"Do birds have dongs? How do they mate? Help me, I'm an adult who doesn't know how animal sex works!!!",Neutral
"Do girls wear bathrobes still cuz I have really cute fuzzy $60 bathrobe from Victorias Secret, is that even ok to wear &#128589;",Neutral
"Do you have a nickname? What is it? &#8212; Tator, Tator tot, Tightey whitey, whitey Jr, Taylor whitey pants, agent ti... http://t.co/xLBhDJfBF4",Neutral
Do you know where I grew up Skippy? @mouzone_brother @psherm07 @EchoesErrant @gigg423 @jstines3,Neutral
Do you really believe people evolved from apes? &#8212; Not really. I'm quiet convinced with the evolution of man but ... http://t.co/1RswGNpLtc,Neutral
Does it bother anyone else that the planet of the apes timeline makes no sense?,Neutral
"Dominoes, moonlit lake, Velvet Underground, honey whiskey = white trash heaven. I accept your ridicule...but just tonight.",Neutral
Don&#8217;t believe AP&#8217;s ho-hum tone: latest poll is great news for Republicans - Hot Air http://t.co/5HHrFlFP13,Neutral
"Don't dance, Iggy. It's trash just like your music.",Neutral
Don't follow the astros they said. They're trash they said. Well now look at them #astros,Neutral
Don't mind black people.....hate niggers!,Hate
"Don't mind that Twinkies are gonna be gone, very concerned about the rest of hostesses product line",Neutral
"Don't really care if a fighters black, white, yellow or Dalmatian. If he is good he is good.",Neutral
"Don't talk about Homecoming until you actually do it. Otherwise, anti-NF people have a reason to mock the Party.",Neutral
Done for the Yankees,Neutral
Dooms.. RT @Gutta_DaDon: White nubuck or leather for the upper of the foam makes them a pass to me. White soles too. http://t.co/QIVkEPtLKj,Neutral
Double Stuff Oreos mane say,Neutral
Doug Martin trash,Neutral
Draft Drinking Game: chug a beer everytime you see a black woman crying. @stoolpresidente,Neutral
"Drake T.I&#8220;@MsBTxo &#8220;@_sirhampton_ 3 Stacks, Kendrick RT @xHollywoodCourt: Name a rapper that alot of people like...but you think is trash&#8221;&#8221;",Neutral
Dreamed I was eating a brownie and started salivating and woke up almost coughing myself to death. Today is a struggle.,Neutral
"Dress shirt, saggy jeans, backwards Yankee hat now that's lifting swag",Neutral
Drinking folie a deux wine and playing fall out bird hahaha,Neutral
Drita is that nicca! Lmao,Neutral
"Dude was talmbout ""I don't know why everyone hates Nickelback!"" Because they're trash, that's why.",Neutral
Dumb bitch https://t.co/We46wO15nI,Hate
Dumpster RT @baskgod: Gahbage RT @_sirhampton_: Chicks that smoke are trash. No in between. No debate.,Neutral
Dyke bitches kill me thinkin they really got hoes lol,Hate
"E250 5.4 motor and tranny

I have a 2008 5.4 triton motor and Transmission with 5,200 miles that came off a E250... http://t.co/d5gic83k0V",Neutral
EDA!! The 2 queers at AA! lol @Vbomb20 @GDuenez http://t.co/GzzrZjvVlV,Hate
ESPN keep hiring these dyke bitches and gay Spanish niggas to talk sports,Hate
EXPOSED: Jihadi kidnap and murder handbook... and plan to infiltrate British Army and police http://t.co/gkP1vG6Pnw via @wordpressdotcom,Neutral
Eagles fuck around &amp; lose it'll be kill the cracker at the Sophi crib smfh,Hate
Early bird catches the worm &#128074;,Neutral
Early bird catches the worm &#128076;,Neutral
Early bird get the worm.,Neutral
Early bird gets the worm but the second mouse gets the cheese #RiseNGrind &#128175; http://t.co/558Ewp9vF0,Neutral
Early bird gets the worm right? Hopefully I get a job soon after today! http://t.co/lvgfVBqkdz,Neutral
Early bird gets the worm!,Neutral
Early bird gets the worm! &#128027;&#128036;,Neutral
Early bird gets the worm.... #GoGetIt,Neutral
Early morning beer as a reward for waking up and taking the trash out,Neutral
Early worm gets the bird #Bslfe #GoodMorning http://t.co/dfE8MF2Q28,Neutral
Eating brownies and then going to the gym... Idk,Neutral
Ebola sounds like a hood hoe,Hate
Egypt? R the muzzie Bros still running things? .@PeterClifford1: @TurtleWoman777 Only a tad better. Certainly no respectors of Dem though,Neutral
"Eh bitch!? How about you worry about your own psychotic ass. Looks like you need to ""be saved"" from being a noisy bitch &#9996;&#65039;&#128139; #cantStandUcunt",Hate
Elizabeth is a.stupid hoe.,Hate
Embrace it. Love it. Flip this group of mine runoff water colored turds off and make a pick.,Neutral
Endless but they really trash so none RT @Whoa_Kimbosabe: Men: how many positive(s) and possibles do y'all have on fri thru sun night?,Neutral
Enjoy 50% off @GreenFestival #DC tickets with our code and check us out at booth #640! Vegan brownies samples &amp; more! http://t.co/scDZnDk2Aq,Neutral
Enjoying My bed. Just perfect For me My Teddy bear and monkey It. #Singlelife #bed #teddybear,Neutral
Enjoying the eccentricity of @RayEvernham's AmeriCarna. Charlie Daniels appearances in two of the three episodes I have watched.,Neutral
Epic mickey time? Nahh.. Two and a half men while i shiver. Tht sounds more like it.,Neutral
Even Humming birds like the stuff http://t.co/W7OHSCbg3L,Neutral
Even liberals are humiliated by Charlie Rangel&#8217;s claim the GOP backs slavery - Hot Air http://t.co/I4QawESnud,Neutral
Even the birds think this waking up early thing is bunk. http://t.co/bqWlz5MBso,Neutral
"Even though Lil Wayne's music has turned into trash, No Ceilings and I Am Not A Human Being will always be my favorites.",Neutral
"Every character on #Thesimpsons is trash. And they're trash on purpose. If you don't get that, you don't get the joke.",Neutral
Every gook in #LosAngeles should be deported or killed.,Hate
Every slant in #LosAngeles should be deported. Those scum have no right to be here. Chinatown should be bulldozed.,Hate
Every spic cop in #LosAngeles has raped or has thought about raping a white woman. That's why those half-breeds get jobs as pigs.,Hate
Every spic cop in #LosAngeles is loyal to the #LatinKings,Hate
Every spic cop should be killed. Those pigs only got their job to 'get even' but white people never did anything to them.,Hate
"Every time I play a Patapon game and hear the ""Ushishi Theme"", I think of a beatboxing monkey. ""YO YO YO GET UPPA!!!""",Neutral
"Everybody loves pot brownies, but I bring crystal meth cupcakes to a party, Suddenly I'm the weirdo",Neutral
"Everyone calls me ""b"" they be like oh wassup b &#128524; and I be like wassup my niggah",Hate
Everyone is talking about LeBron James or The Voice and I'm just here eating cream filling out of Oreos.,Neutral
"Everyone tells me the exact same thing but I won't listen, coon",Hate
"Everyone thinks that I'm not the person on my id. Like look at my moles, I don't understand.. Like I colored my hair what a big difference",Neutral
"Everywhere you look, all you see is hillbilly deluxe... Big timin in a small town. #smalltownproblems #neversaiditwasabadthing #brooksndunn",Neutral
Except I used to be super tan and now I'm yellow/pale lol...,Neutral
Experience Charlie. Married woman who loves hot phone sex with strangers. Can you get me off? - 27 http://t.co/jtsIjBULVC,Neutral
FF has been consistently one of Marvel's worst properties. Ultimate FF was good; but the entire Ultimate universe is now in the trash.,Neutral
Facebook is for the birds...I'm over it,Neutral
Faggot ass bitch nigga,Hate
Fairy Tale Hat - free crochet pattern for child and adult at http://t.co/0lRaBLMHB2 http://t.co/99zVbmYVe9,Neutral
Fairy tale world lmao,Neutral
Fake tits? &#8220;@VelvetHoopD: A hoe??&#8220;@Steph_Badd: Can u guess what I was ? &#8220;@DJZeeti: Twitpic your halloween costumes&#8221; http://t.co/ECs7nlEkKa&#8221;&#8221;,Neutral
Fantasy squad doing so trash :/,Neutral
Fat ass hoe holding up the machine,Hate
"Fat ass inbred rednecks like Paula Deen are breed that are going extinct. I mean look at that woman, I would hate to be her scale.",Hate
Fat fucking funky nasty ass hoes,Hate
"Faux Noise pundits don't like duck molester, pro-slavery racist, #homophobic #teabagger darling Phil Robertson either http://t.co/5gt6ZVgqXY",Hate
"Faux Noise pundits don't like duck molester, pro-slavery racist, homophobic teabagger darling Phil Robertson either http://t.co/xXEhPHWWwr",Hate
"Female Jihadis, European &amp; American: GRAVE Dangers! - Joe For America http://t.co/9hkpdwq7VR via @mattwalshblog",Neutral
Feminist aka a bitch.,Hate
Figure all da ofay like to see my family pitcher http://t.co/5WXgKbCM29,Neutral
Finally done wif mock regents &#128524;,Neutral
Finally got an updated pic with angel wing colored http://t.co/nWN9qRt5Xd,Neutral
Finally got my medicine and crackers!,Neutral
Finding cheap 240s on Craigslist but they all need a new tranny &#128553;&#128532;,Neutral
Fine I'll settle for an Oreo milkshake,Neutral
Fine chicks lap dances always trash,Neutral
"Finished Yankeeography and still hate the Arizona D'backs for winning in 2001, Yankees shoulda had that",Neutral
"First ""#tbt"" best and drunkest Yankees game ever #wheresColman #everclear http://t.co/pKnLCylu",Neutral
First jig of the night,Neutral
First key club trash pick up with the freshman! #tbt http://t.co/rpLXlaylOJ,Neutral
First thing I do when I hit the lotto is buying @moniqueeedavis two fat bitches and watching her eat both in one sitting,Hate
Fitzpatrick is trash bruh,Neutral
Flabby bird sounds Turrible. Lol. I'll just stick to watching paint dry...,Neutral
"Flaming faggots that publicly state how they want everything handed to them... Like fuck you dude, get off your bottom ass and do something",Hate
Flappy bird instead of studying? Sounds great.&#128527; &#128555;#flappybirdisruiningmylife,Neutral
Flappy bird is gonna be the death of me,Neutral
Flappy bird on bull....,Neutral
Flappy bird stresses me out,Neutral
Flights from Liberia should just be rerouted to Ferguson.. 2 birds 1 stone.,Neutral
Flipping back and forth between #Yankees playoff baseball and the Trainwreck Formerly Known as the New York Jets,Neutral
Floppy bird chalmers over here taking after his hero LeBron,Neutral
Foles vs 9ers in San Fran or Eli vs redskins in DC,Neutral
"Foley Abduction Linked to British Jihadi Kidnapping Ring http://t.co/X6SIP3woXb via @joshrogin, @elilake",Neutral
For all we know this nigga a rapist. Y'all hoes dumb &#8220;@daniellathepimp: *melts* http://t.co/RRROzn5bdy&#8221;,Hate
"For those wondering why DHS was buying up all the ammo, now you know. Once the Charlie Manson er, @BarackObama race war starts its on #POTUS",Neutral
"Former TOWIE star Charlie King comes out http://t.co/yU3XKXbCyt @YouTube

Inspiring. Congrats @CharlieKing85 and welcome to the family :)",Neutral
Foto: imapython: bieg: albino sea turtle i think u mean soul of the ocean http://t.co/vYmiTsNCEn,Neutral
Foto: mimiblargh: ok pls consider this: kingdom birbs (can u guess who is who and what birds they are???... http://t.co/NWjUmmEWNJ,Neutral
Four ho&#251;rs to back up this iPhone haha... Jokes &#128530;,Neutral
Fredo was a bitch ass nigga. How niggas fire over 20 shots at his pops but he didn't get off 1 cuz he dropped the gun smh,Hate
Free bird.,Neutral
Free birds. Lol,Neutral
"Free patterns - Adorable crochet borders Butterfly, ladybug, flower bumblebee and hat edging, trim, http://t.co/FOtJbqWyEg",Neutral
Free wop,Neutral
Freezing my nips off out here...,Neutral
"French word for potato translates as ""earth apple."" Banana is ""long yellow tree apple."" Submarines are ""big wet hollow kaboom apple.""",Neutral
Fresh out the gym but yet I'm bout to eat free birds.,Neutral
Friend or foe nicca .. State ya biz,Neutral
Friendly advice to western reporters in Kobane: don't advertise your location. Jihadis are tracking u &amp; consider u a high-prize target #ISIS,Neutral
Friends don't let friends become guidos. #themoreyouknow,Neutral
"From Jihadi streams: Rutba, Anbar Province, #Iraq http://t.co/K6j37J2sgL",Neutral
"From now on, I will call all radical MUSLIMS niggers!
It is very fitting, and it is racist! 
I AM RACIST AGAINST ANYONE WHO HATES AMERICA!",Hate
"From the ESPN Yankees game recap: ""the sellout crowd braved 61-degree temperatures."" LOL What??? That's not weather you struggle through.",Neutral
"From the archives: @ThatAndyRoss&#8217;s My Favorite #Bond_age_ essay on THUNDERBALL, The Story of a Shy Kid and 007 http://t.co/on5t60rMFb",Neutral
"Frozen peas and 
ibuprofen. My new best friends # cripple",Neutral
Frustration can be a bitch !,Neutral
Fuck MLK &#8220;@AntSoo305_: &#8220;@Vonteeeeee: Why does Lexii keep favoriting my coon tweets ?&#8221; MLK didnt die for this&#8221;,Hate
Fuck Ur god until dat faggot strikes me down,Hate
Fuck a lame nigga than you a lame bitch,Hate
Fuck ass redskin corners,Hate
Fuck boi fag,Hate
Fuck her pussy fuck her mouth fuck her ass cause she nasty,Hate
Fuck that hoe??? thats exactly what dese hoes doin. Gettin fucked nd yall niggas the one to blame,Hate
Fuck that nigga's shit up! Olivia's pussy got Fitz going batshit!!!,Hate
"Fuck that niggah he so weak, he cant tell that you a freak",Hate
Fuck u niggas gonna do not a mfka thing oh bitch ass wack ass nigga y'all some fake ass people,Hate
"Fuck you faggot ""@Aloha_Hoesss: Grow up RT @80sbaby4life I'm gonna be an old ass man STILL playing video games""",Hate
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,Hate
Fuck you ghetto ass coons,Hate
"Fuckin' #faggots, man. #science knows these FUCKS can't procreate without the help of ""breeders"" but we treat them #fancy? #sin",Hate
"Fucking faggots @DMVFollowers aren't from or live in DC, Maryland or VA",Hate
Fucking gook,Hate
Fucking hate my coon ahh uncle,Hate
Fucking redneck queers and their game invites,Hate
Fucking with these hoes nigga don't be no dumby,Hate
"Fuckkkkk!!! My nig a g tho, he gonna come back",Hate
Fuk wit a real nicca,Hate
"Funniest yt comment I ever received was ""Niggers gonna nig *shrugs*"" .. lmao racist muthafucka caught me off guard",Hate
Funny thing is....it's not just the people doing it. It's the people who seeing these pics and judging the birds. Just as wrong.,Neutral
GA Charlie @Charlie4927 @StacyDmomof5 @RevkahJC @PattiSM74 @cantUCIMblonde @Kacado,Neutral
GA Charlie @Charlie4927 @sholzbee @DorisTafoya1 @cat_lmbo @Jagauress @Walter_lars @lynnemrnp @AmyMek @Justin_Awe,Neutral
"GEEZ..... I think #NorthKorea may be right. #BarackObama is a monkey! Surely acts like one. 
 http://t.co/y09Waoe4EM&#8221;",Hate
GM....don't be the bird that didn't get the worm today #GoStampsGo84,Neutral
"GUYS, I just walked into an office, and the secretary has a bird. Looks like I may just find out for myself. http://t.co/T9U4VGWJWv",Neutral
Gabby's a bitch and has two accounts,Hate
Game 126 Preview: Houston #Astros at New York #Yankees http://t.co/sVg7dIIcZG,Neutral
Game 128 Preview: Houston #Astros at New York #Yankees http://t.co/ughVRRdirz,Neutral
Gary's girl was a tranny. RT @Em_99car: I wonder what would have become of @rickspringfield if he'd written 'Gary's Girl'.,Neutral
Gas is always cheaper in the ghetto,Neutral
"Gave her that ""move it lil nigger"" push smh.. http://t.co/EKdSI8pQdD",Hate
Gay ass nigga &#128514;&#128514; bitch you thought you thought,Hate
George Rockwell (2 of 3) Speech at Lynchberg Armo&#8230;: http://t.co/5LFXMdYU2g Proud to say my Uncle Kelly was at this speech in 63.,Neutral
George michael such a fag,Hate
"Get here! MT @NevadaPR: #Sierra #skiers, @VirginiaCity offers a fun break from the slopes. Sweet #deal: http://t.co/otJ5Uxqbna
#TravelNevada",Neutral
"Get some H&#228;agen-Dazs ice cream bars, a whole lot, make sure chocolate, gotta have chocolate, man. Some popcorn, red popcorn, graham crackers",Neutral
Get this monkey off my back...,Neutral
Get two birds stoned at one time.,Neutral
"Getting hit off a cunt thats about 6 foot sideways and a cunt that was in the army lol, i dini care, yous are fuckin laughable",Hate
Getting off twitter jigg trynna stress me out more I don't need this type of heat&#128553;,Neutral
Ghetto bird can't fly away from my hood,Neutral
Giants secondary lookin like trash,Neutral
"Giants vs. stinky birds Sunday 
...think Ima make some wings &#128522;",Neutral
Girls that wear colored jeans &#128525;&#128527;&#128076;,Neutral
Giving you that trailer park trash. #transformthursday #ladykimora #vegasqueens #vegasshowgirls http://t.co/5BbMhApHrD,Hate
Glad I ain't got no bird legs &#128514;,Neutral
God I would sell both my nuts to watch LeBron tear his ACL right now and watch all those pussies kill themselves,Hate
God damn zebras every Virginia possession the whistle blows geeze.,Neutral
"God made male and female blades of grass. Every living thing must reproduce itself to stay on this Earth: birds, bees and grass. Sex=Natural",Neutral
God people can be so mean. This Asian guy held the door for these girls and they said they were surprised he could see it with his slant eye,Neutral
"Going through my computer and found the ""Shake that monkey"" video we made freshman year in Dillard! &#128514;&#128514; @BruhKiaraThrowd was Too Short",Neutral
Going to California today for some analyzer training. Going into Dick Whitman mode. Wish I had a tan colored suit to wear for the flight.,Neutral
Going up to the view point and seeing star child..... What the monkey,Neutral
Golden Oreos are the best,Neutral
Gone bust it open for a real nicca &#128540;&#128540;,Neutral
Gonna shower for the sole purpose of shampooing my beard.,Neutral
Good Mernin faggots http://t.co/3ZPTPqFkTl,Hate
Good Morning to lightskin dyke bitches with Steven Segal ponytails.,Hate
"Good day, honkies. ...I said GOOD DAY! ...honkies.",Neutral
Good evening Charlie and friends @Charlie4927 @StacyDmomof5 @PattiSM74 @cantUCIMblonde @Kacado,Neutral
Good morning Charlie @Charlie4927 @jrstws @qnoftherealm @SavvyHuman @scdorn @yrwol7 @PlainUnamerican @ErickInNC @PuterPrsn @tomwfry,Neutral
"Good morning Twitter. Make today a positive one. If you can't do that, beat up as many meanie-faces as possible. Also, I hate flappy bird.",Neutral
Good morning coons.,Hate
Good ol' Charlie. #wwc http://t.co/U3kkrlwOqk,Neutral
Good pick birds,Neutral
"Good! She's a ghetto thug! &#8220;@grasswire: ""So FPD just arrested @SenNasheed for being in the street. #Ferguson&#8221; https://t.co/puIwlUnBIz&#8221;",Neutral
Goodbye hop plants ! Time to dink u!!!! Luv it!!! http://t.co/ImsIE8MKJm,Neutral
Goodbye x Young Dolph featuring Trinidad James &amp; Shy Glizzy,Neutral
Gorgeous RT@EmrgencyKittens: Calico Maine coon cat http://t.co/jalyL7h60f,Neutral
Got chunky marmalade today of a greatful customer for my service over the past 2 yrs #PostieTweet #ServiceMatters http://t.co/pSEnGvyxrw,Neutral
Got damn the Lakers trash....,Neutral
Got my vans on.. My pockets chunky,Neutral
Got to 18 on flappy bird...,Neutral
Got to 8 on flappy birds can you say happiest girl on earth,Neutral
Gotta bad red bone that look something like Ashanti,Neutral
Gotta keep the sox down while they're down! #RedSox #Yankees #mlb,Neutral
"Gotta love rednecks. Loud, stupid, stubborn, and full o schitt.",Hate
Gotta love the undignified sprint across the yellow light to transfer buses because the first one was dawdling,Neutral
Graham crackers and hazelnut coffee are my fave &#128152;&#9786;&#65039;,Neutral
"Grandma's Homemade Potato Soup - An old fashioned, simple, chunky potato soup like Grandma made, wit http://t.co/ZV8ZsmHNlm",Neutral
"Grandma: ""(Macon) is a rinky dink mosquito-filled cop-infested swamp."" LMAO",Neutral
Great lead battle and then Ricky hits Danica for a yellow. Oh boy. #NASCAR,Neutral
Green grass and tree trash. http://t.co/SO9C7g3FQ5,Neutral
"Grr... Woke up ickblah. Congestion ew chunky bloaty gross. Missed the gym. 1 1/2hr wait for the Dr. 
 Boo Friday. 
#whineytweet",Neutral
"Guess I'll have to add Robin Williams right next to Charlie Chaplin.
Now Adam Sandler remains my only favorite comedian left.",Neutral
HBA trash,Neutral
"HOT #ISIS SOCIAL MEDIA PHOTO: Laughing Jihadis Get Baby To Kick Severed Head &#8211; ***warning, graphic*** http://t.co/XdpSzwj6sK #lnyhbt #tgdn",Neutral
"HOT ISIS SOCIAL MEDIA PHOTO: Laughing Jihadis Get Baby To Kick Severed Head &#8211; ***warning, graphic*** http://t.co/P4MiSIV5A1 #tcot #pjnet",Neutral
HOW &#8220;@darrenrovell: Deep Fried Sweet Tea on a graham cracker crust at State Fair of Texas (via @gravweldon) http://t.co/KVzhlmCsls&#8221;,Neutral
"Haha, Yankees fans are bent out of shape about the Hu27le graphic",Neutral
Hand me a brew and I'll chug it,Neutral
Happy Columbus Day! Even #BillMaher likes #cocaine and #Columbus!!! What the fuck is wrong with you #liberals? Fuckin' #moron #retards....,Hate
Happy birthday bird! @codyflitcraft,Neutral
Happy birthday to my pops. Old negro spiritual is 64 today lol,Neutral
Happy birthday to this coon ass nigga buckcity @ThatLatsonKidd,Hate
Happy first day of college nigger @MorbidMermaid,Hate
Happy hangover #Bloomington #btown #iubb #IU #Indiana #hoosierdaddy #HoosierNation #hoosiers the resurrection is now complete. #ncaa #big10,Neutral
Harlem World trash? Interesting.,Neutral
Has anyone ever purchased baseball field dirt? I really want dirt from @Yankees Stadium for my grandfather's grave. #weirdtweets,Neutral
Hate this dyke,Hate
Have they seen Planet of the Apes &#8220;@WhatTheFFacts: Brazil has the highest number of monkey species of any nation in the world with 116.&#8221;,Neutral
Have you Eva asked a nicca where dey got sum fake designer frm,Hate
"Have you ever popped champagne on a plane, while gettin some brain 
Whipped it out, she said ""I never seen Snakes on a Plane""",Neutral
Have you hugged a wacko-bird today?,Neutral
Have you noticed all the ghetto people naming their kids after cars? Mercedes&#8230; Lexus&#8230; Repossessed.,Neutral
Hazlenut coffee and graham crackers every morning &#128525;&#128588;&#128152;,Neutral
"He ain't shit girl, &#128175;he a bitch made nigga !",Hate
He gets this bratty attitude from Brittany .... and its for the birds.,Neutral
He may be the President but that doesn't necessarily mean he's in the sole position of power in regard to making such decisions.,Neutral
"He never replied to my asking about his calling me a ""redneck"" @gigg423 @psherm07 @EchoesErrant @jstines3",Neutral
He said capri-sun and zebra cake&#128514;,Neutral
He so trash RT @yusufyuie Cary Williamsc GOT CARRIED lol,Neutral
He's a pretty damn good actor. But as a gay man it's awesome to see an openly queer actor given the lead role for a major superhero film.,Neutral
He's trash tho &#8220;@_dimejii: Its 10 Million Naira If You Want Me On Your Song &#8211; Wizkid http://t.co/Nsxaacj4jG via @naijaxclusive&#8221;,Neutral
He's trash. &#8220;@jlojpg: @TRAPGURLRON he said he's not doing collabs for anything less than 10 mil naira like booyyyyyy &#128514;&#8221;,Neutral
"Hear the birds on the summer breeze, I drive fast",Neutral
Heard that bitch gtta thang for them boss niggas,Hate
Hella just ordered me some beanies,Neutral
"Hello American people, my name is Eric Cantor and I am a lying piece of bird poo http://t.co/qJyuw4ox0O",Neutral
